"question","answer","category"
"Androidスマホの初期設定方法を教えてください","同梱手順書またはMDM登録手順に従って初期設定してください。","モバイル端末"
"Androidスマホで会社メールを受信できません","MDM登録、メールプロファイル、ネットワーク接続を確認してください。","モバイル端末"
"Androidスマホの画面ロック解除ができません","本人確認後に初期化または管理画面からの解除可否を確認します。","モバイル端末"
"Androidスマホが紛失・盗難にあいました","至急情シスへ連絡してください。回線停止、遠隔ロック、ワイプを実施します。","モバイル端末"
"AndroidスマホのSIMが認識されません","SIM挿し直しと再起動を試してください。改善しなければ回線会社へ確認します。","モバイル端末"
"Androidスマホでテザリングできません","契約プランと端末設定を確認してください。利用制限がある場合があります。","モバイル端末"
"AndroidスマホのOS更新ができません","空き容量、Wi-Fi接続、バッテリー残量を確認してください。","モバイル端末"
"Androidスマホでアプリをインストールできません","MDM配布制限またはストア利用制限の可能性があります。","モバイル端末"
"Androidスマホのバッテリー消耗が激しいです","高負荷アプリ、電波状況、劣化状態を確認してください。","モバイル端末"
"Androidスマホを機種変更したいです","利用年数、故障状況、上長承認を確認のうえ交換可否を案内します。","モバイル端末"
"社用ガラホの初期設定方法を教えてください","同梱手順書またはMDM登録手順に従って初期設定してください。","モバイル端末"
"社用ガラホで会社メールを受信できません","MDM登録、メールプロファイル、ネットワーク接続を確認してください。","モバイル端末"
"社用ガラホの画面ロック解除ができません","本人確認後に初期化または管理画面からの解除可否を確認します。","モバイル端末"
"社用ガラホが紛失・盗難にあいました","至急情シスへ連絡してください。回線停止、遠隔ロック、ワイプを実施します。","モバイル端末"
"社用ガラホのSIMが認識されません","SIM挿し直しと再起動を試してください。改善しなければ回線会社へ確認します。","モバイル端末"
"社用ガラホでテザリングできません","契約プランと端末設定を確認してください。利用制限がある場合があります。","モバイル端末"
"社用ガラホのOS更新ができません","空き容量、Wi-Fi接続、バッテリー残量を確認してください。","モバイル端末"
"社用ガラホでアプリをインストールできません","MDM配布制限またはストア利用制限の可能性があります。","モバイル端末"
"社用ガラホのバッテリー消耗が激しいです","高負荷アプリ、電波状況、劣化状態を確認してください。","モバイル端末"
"社用ガラホを機種変更したいです","利用年数、故障状況、上長承認を確認のうえ交換可否を案内します。","モバイル端末"
"モバイルルーターの初期設定方法を教えてください","同梱手順書またはMDM登録手順に従って初期設定してください。","モバイル端末"
"モバイルルーターで会社メールを受信できません","MDM登録、メールプロファイル、ネットワーク接続を確認してください。","モバイル端末"
"モバイルルーターの画面ロック解除ができません","本人確認後に初期化または管理画面からの解除可否を確認します。","モバイル端末"
"モバイルルーターが紛失・盗難にあいました","至急情シスへ連絡してください。回線停止、遠隔ロック、ワイプを実施します。","モバイル端末"
"モバイルルーターのSIMが認識されません","SIM挿し直しと再起動を試してください。改善しなければ回線会社へ確認します。","モバイル端末"
"モバイルルーターでテザリングできません","契約プランと端末設定を確認してください。利用制限がある場合があります。","モバイル端末"
"モバイルルーターのOS更新ができません","空き容量、Wi-Fi接続、バッテリー残量を確認してください。","モバイル端末"
"モバイルルーターでアプリをインストールできません","MDM配布制限またはストア利用制限の可能性があります。","モバイル端末"
"モバイルルーターのバッテリー消耗が激しいです","高負荷アプリ、電波状況、劣化状態を確認してください。","モバイル端末"
"モバイルルーターを機種変更したいです","利用年数、故障状況、上長承認を確認のうえ交換可否を案内します。","モバイル端末"
"MFAの登録方法がわかりません","社内手順書に従って登録してください。困難な場合は窓口で対面支援します。","セキュリティ"
"MFAで認証コードが受け取れません","時刻同期、通信状況、登録済み電話番号または認証アプリを確認してください。","セキュリティ"
"MFAが脅威を検知したと表示しました","表示内容のスクリーンショットを取得し、PCをネットワークから切断して連絡してください。","セキュリティ"
"MFAでUSB利用がブロックされました","ポリシー制限の可能性があります。業務利用理由を添えて例外申請してください。","セキュリティ"
"MFAの回復キーが必要です","端末名と表示中のキーIDを共有してください。本人確認後に案内します。","セキュリティ"
"MFAの更新が止まっています","サービス状態とネットワーク接続を確認し、必要に応じて再配布します。","セキュリティ"
"MFAの警告が頻繁に出ます","誤検知の可能性もあるため、発生時刻と対象ファイル名を共有してください。","セキュリティ"
"MFAの適用状況を確認したいです","管理コンソールで対象端末の準拠状態を確認します。","セキュリティ"
"MFAで外部メディア書き込みを許可したいです","情報管理部門の承認が必要です。利用期間と保存データ種別を申請してください。","セキュリティ"
"MFAのポリシー除外申請をしたいです","対象アプリ、通信先、業務理由を明記のうえ例外申請を提出してください。","セキュリティ"
"EDRの登録方法がわかりません","社内手順書に従って登録してください。困難な場合は窓口で対面支援します。","セキュリティ"
"EDRで認証コードが受け取れません","時刻同期、通信状況、登録済み電話番号または認証アプリを確認してください。","セキュリティ"
"EDRが脅威を検知したと表示しました","表示内容のスクリーンショットを取得し、PCをネットワークから切断して連絡してください。","セキュリティ"
"EDRでUSB利用がブロックされました","ポリシー制限の可能性があります。業務利用理由を添えて例外申請してください。","セキュリティ"
"EDRの回復キーが必要です","端末名と表示中のキーIDを共有してください。本人確認後に案内します。","セキュリティ"
"EDRの更新が止まっています","サービス状態とネットワーク接続を確認し、必要に応じて再配布します。","セキュリティ"
"EDRの警告が頻繁に出ます","誤検知の可能性もあるため、発生時刻と対象ファイル名を共有してください。","セキュリティ"
"EDRの適用状況を確認したいです","管理コンソールで対象端末の準拠状態を確認します。","セキュリティ"
"EDRで外部メディア書き込みを許可したいです","情報管理部門の承認が必要です。利用期間と保存データ種別を申請してください。","セキュリティ"
"EDRのポリシー除外申請をしたいです","対象アプリ、通信先、業務理由を明記のうえ例外申請を提出してください。","セキュリティ"
"ウイルス対策ソフトの登録方法がわかりません","社内手順書に従って登録してください。困難な場合は窓口で対面支援します。","セキュリティ"
"ウイルス対策ソフトで認証コードが受け取れません","時刻同期、通信状況、登録済み電話番号または認証アプリを確認してください。","セキュリティ"
"ウイルス対策ソフトが脅威を検知したと表示しました","表示内容のスクリーンショットを取得し、PCをネットワークから切断して連絡してください。","セキュリティ"
"ウイルス対策ソフトでUSB利用がブロックされました","ポリシー制限の可能性があります。業務利用理由を添えて例外申請してください。","セキュリティ"
"ウイルス対策ソフトの回復キーが必要です","端末名と表示中のキーIDを共有してください。本人確認後に案内します。","セキュリティ"
"ウイルス対策ソフトの更新が止まっています","サービス状態とネットワーク接続を確認し、必要に応じて再配布します。","セキュリティ"
"ウイルス対策ソフトの警告が頻繁に出ます","誤検知の可能性もあるため、発生時刻と対象ファイル名を共有してください。","セキュリティ"
"ウイルス対策ソフトの適用状況を確認したいです","管理コンソールで対象端末の準拠状態を確認します。","セキュリティ"
"ウイルス対策ソフトで外部メディア書き込みを許可したいです","情報管理部門の承認が必要です。利用期間と保存データ種別を申請してください。","セキュリティ"
"ウイルス対策ソフトのポリシー除外申請をしたいです","対象アプリ、通信先、業務理由を明記のうえ例外申請を提出してください。","セキュリティ"
"BitLockerの登録方法がわかりません","社内手順書に従って登録してください。困難な場合は窓口で対面支援します。","セキュリティ"
"BitLockerで認証コードが受け取れません","時刻同期、通信状況、登録済み電話番号または認証アプリを確認してください。","セキュリティ"
"BitLockerが脅威を検知したと表示しました","表示内容のスクリーンショットを取得し、PCをネットワークから切断して連絡してください。","セキュリティ"
"BitLockerでUSB利用がブロックされました","ポリシー制限の可能性があります。業務利用理由を添えて例外申請してください。","セキュリティ"
"BitLockerの回復キーが必要です","端末名と表示中のキーIDを共有してください。本人確認後に案内します。","セキュリティ"
"BitLockerの更新が止まっています","サービス状態とネットワーク接続を確認し、必要に応じて再配布します。","セキュリティ"
"BitLockerの警告が頻繁に出ます","誤検知の可能性もあるため、発生時刻と対象ファイル名を共有してください。","セキュリティ"
"BitLockerの適用状況を確認したいです","管理コンソールで対象端末の準拠状態を確認します。","セキュリティ"
"BitLockerで外部メディア書き込みを許可したいです","情報管理部門の承認が必要です。利用期間と保存データ種別を申請してください。","セキュリティ"
"BitLockerのポリシー除外申請をしたいです","対象アプリ、通信先、業務理由を明記のうえ例外申請を提出してください。","セキュリティ"
"デバイス制御の登録方法がわかりません","社内手順書に従って登録してください。困難な場合は窓口で対面支援します。","セキュリティ"
"デバイス制御で認証コードが受け取れません","時刻同期、通信状況、登録済み電話番号または認証アプリを確認してください。","セキュリティ"
"デバイス制御が脅威を検知したと表示しました","表示内容のスクリーンショットを取得し、PCをネットワークから切断して連絡してください。","セキュリティ"
"デバイス制御でUSB利用がブロックされました","ポリシー制限の可能性があります。業務利用理由を添えて例外申請してください。","セキュリティ"
"デバイス制御の回復キーが必要です","端末名と表示中のキーIDを共有してください。本人確認後に案内します。","セキュリティ"
"デバイス制御の更新が止まっています","サービス状態とネットワーク接続を確認し、必要に応じて再配布します。","セキュリティ"
"デバイス制御の警告が頻繁に出ます","誤検知の可能性もあるため、発生時刻と対象ファイル名を共有してください。","セキュリティ"
"デバイス制御の適用状況を確認したいです","管理コンソールで対象端末の準拠状態を確認します。","セキュリティ"
"デバイス制御で外部メディア書き込みを許可したいです","情報管理部門の承認が必要です。利用期間と保存データ種別を申請してください。","セキュリティ"
"デバイス制御のポリシー除外申請をしたいです","対象アプリ、通信先、業務理由を明記のうえ例外申請を提出してください。","セキュリティ"
"新規PC申請の申請方法を教えてください","社内ポータルの申請メニューから必要項目を入力してください。","申請・購買"
"新規PC申請の承認状況を確認したいです","申請番号を共有いただければ進捗を確認します。","申請・購買"
"新規PC申請を急ぎで処理してほしいです","理由と希望日を記載してください。承認フロー上、即日対応できない場合があります。","申請・購買"
"新規PC申請の入力項目がわかりません","申請画面の必須項目一覧または申請マニュアルを参照してください。","申請・購買"
"新規PC申請を代理申請したいです","代理権限の付与または委任メールが必要です。","申請・購買"
"新規PC申請の申請を取り下げたいです","承認前であれば申請者自身で取消可能です。承認後は情シスへご連絡ください。","申請・購買"
"新規PC申請で対象システムが選べません","申請対象が未公開またはライセンス上限に達している可能性があります。","申請・購買"
"新規PC申請の見積もりを先にほしいです","用途、数量、希望納期を共有ください。見積取得後に申請手続きを案内します。","申請・購買"
"新規PC申請の標準納期を知りたいです","在庫品は数営業日、取り寄せ品は1〜3週間が目安です。","申請・購買"
"新規PC申請の承認者を変更したいです","組織改編や代理承認設定の影響があるため、対象申請番号を添えて依頼してください。","申請・購買"
"ソフトウェア申請の申請方法を教えてください","社内ポータルの申請メニューから必要項目を入力してください。","申請・購買"
"ソフトウェア申請の承認状況を確認したいです","申請番号を共有いただければ進捗を確認します。","申請・購買"
"ソフトウェア申請を急ぎで処理してほしいです","理由と希望日を記載してください。承認フロー上、即日対応できない場合があります。","申請・購買"
"ソフトウェア申請の入力項目がわかりません","申請画面の必須項目一覧または申請マニュアルを参照してください。","申請・購買"
"ソフトウェア申請を代理申請したいです","代理権限の付与または委任メールが必要です。","申請・購買"
"ソフトウェア申請の申請を取り下げたいです","承認前であれば申請者自身で取消可能です。承認後は情シスへご連絡ください。","申請・購買"
"ソフトウェア申請で対象システムが選べません","申請対象が未公開またはライセンス上限に達している可能性があります。","申請・購買"
"ソフトウェア申請の見積もりを先にほしいです","用途、数量、希望納期を共有ください。見積取得後に申請手続きを案内します。","申請・購買"
"ソフトウェア申請の標準納期を知りたいです","在庫品は数営業日、取り寄せ品は1〜3週間が目安です。","申請・購買"
"ソフトウェア申請の承認者を変更したいです","組織改編や代理承認設定の影響があるため、対象申請番号を添えて依頼してください。","申請・購買"
"アカウント申請の申請方法を教えてください","社内ポータルの申請メニューから必要項目を入力してください。","申請・購買"
"アカウント申請の承認状況を確認したいです","申請番号を共有いただければ進捗を確認します。","申請・購買"
"アカウント申請を急ぎで処理してほしいです","理由と希望日を記載してください。承認フロー上、即日対応できない場合があります。","申請・購買"
"アカウント申請の入力項目がわかりません","申請画面の必須項目一覧または申請マニュアルを参照してください。","申請・購買"
"アカウント申請を代理申請したいです","代理権限の付与または委任メールが必要です。","申請・購買"
"アカウント申請の申請を取り下げたいです","承認前であれば申請者自身で取消可能です。承認後は情シスへご連絡ください。","申請・購買"
"アカウント申請で対象システムが選べません","申請対象が未公開またはライセンス上限に達している可能性があります。","申請・購買"
"アカウント申請の見積もりを先にほしいです","用途、数量、希望納期を共有ください。見積取得後に申請手続きを案内します。","申請・購買"
"アカウント申請の標準納期を知りたいです","在庫品は数営業日、取り寄せ品は1〜3週間が目安です。","申請・購買"
"アカウント申請の承認者を変更したいです","組織改編や代理承認設定の影響があるため、対象申請番号を添えて依頼してください。","申請・購買"
"権限申請の申請方法を教えてください","社内ポータルの申請メニューから必要項目を入力してください。","申請・購買"
"権限申請の承認状況を確認したいです","申請番号を共有いただければ進捗を確認します。","申請・購買"
"権限申請を急ぎで処理してほしいです","理由と希望日を記載してください。承認フロー上、即日対応できない場合があります。","申請・購買"
"権限申請の入力項目がわかりません","申請画面の必須項目一覧または申請マニュアルを参照してください。","申請・購買"
"権限申請を代理申請したいです","代理権限の付与または委任メールが必要です。","申請・購買"
"権限申請の申請を取り下げたいです","承認前であれば申請者自身で取消可能です。承認後は情シスへご連絡ください。","申請・購買"
"権限申請で対象システムが選べません","申請対象が未公開またはライセンス上限に達している可能性があります。","申請・購買"
"権限申請の見積もりを先にほしいです","用途、数量、希望納期を共有ください。見積取得後に申請手続きを案内します。","申請・購買"
"権限申請の標準納期を知りたいです","在庫品は数営業日、取り寄せ品は1〜3週間が目安です。","申請・購買"
"権限申請の承認者を変更したいです","組織改編や代理承認設定の影響があるため、対象申請番号を添えて依頼してください。","申請・購買"
"備品申請の申請方法を教えてください","社内ポータルの申請メニューから必要項目を入力してください。","申請・購買"
"備品申請の承認状況を確認したいです","申請番号を共有いただければ進捗を確認します。","申請・購買"
"備品申請を急ぎで処理してほしいです","理由と希望日を記載してください。承認フロー上、即日対応できない場合があります。","申請・購買"
"備品申請の入力項目がわかりません","申請画面の必須項目一覧または申請マニュアルを参照してください。","申請・購買"
"備品申請を代理申請したいです","代理権限の付与または委任メールが必要です。","申請・購買"
"備品申請の申請を取り下げたいです","承認前であれば申請者自身で取消可能です。承認後は情シスへご連絡ください。","申請・購買"
"備品申請で対象システムが選べません","申請対象が未公開またはライセンス上限に達している可能性があります。","申請・購買"
"備品申請の見積もりを先にほしいです","用途、数量、希望納期を共有ください。見積取得後に申請手続きを案内します。","申請・購買"
"備品申請の標準納期を知りたいです","在庫品は数営業日、取り寄せ品は1〜3週間が目安です。","申請・購買"
"備品申請の承認者を変更したいです","組織改編や代理承認設定の影響があるため、対象申請番号を添えて依頼してください。","申請・購買"
"勤怠システムにログインできません","ID・パスワード・SSO連携状態を確認してください。","業務システム"
"勤怠システムでエラーコードが表示されます","エラーコードと操作手順を共有してください。既知障害か確認します。","業務システム"
"勤怠システムで承認画面が開きません","ブラウザ互換性または権限不足の可能性があります。","業務システム"
"勤怠システムのデータが更新されません","バッチ反映時間や他システム連携の遅延を確認します。","業務システム"
"勤怠システムでCSV取込に失敗します","テンプレート形式、文字コード、必須項目を確認してください。","業務システム"
"勤怠システムで帳票を出力できません","ポップアップブロックやPDF閲覧設定を確認してください。","業務システム"
"勤怠システムの通知メールが届きません","メールアドレス登録と迷惑メール判定を確認します。","業務システム"
"勤怠システムの権限を追加したいです","ロール名と利用業務を明記して権限申請を提出してください。","業務システム"
"勤怠システムで検索結果が0件になります","検索条件、期間指定、参照権限の有無を確認してください。","業務システム"
"勤怠システムの利用マニュアルを見たいです","社内ポータルの業務システム一覧から最新版マニュアルを参照できます。","業務システム"
"経費精算システムにログインできません","ID・パスワード・SSO連携状態を確認してください。","業務システム"
"経費精算システムでエラーコードが表示されます","エラーコードと操作手順を共有してください。既知障害か確認します。","業務システム"
"経費精算システムで承認画面が開きません","ブラウザ互換性または権限不足の可能性があります。","業務システム"
"経費精算システムのデータが更新されません","バッチ反映時間や他システム連携の遅延を確認します。","業務システム"
"経費精算システムでCSV取込に失敗します","テンプレート形式、文字コード、必須項目を確認してください。","業務システム"
"経費精算システムで帳票を出力できません","ポップアップブロックやPDF閲覧設定を確認してください。","業務システム"
"経費精算システムの通知メールが届きません","メールアドレス登録と迷惑メール判定を確認します。","業務システム"
"経費精算システムの権限を追加したいです","ロール名と利用業務を明記して権限申請を提出してください。","業務システム"
"経費精算システムで検索結果が0件になります","検索条件、期間指定、参照権限の有無を確認してください。","業務システム"
"経費精算システムの利用マニュアルを見たいです","社内ポータルの業務システム一覧から最新版マニュアルを参照できます。","業務システム"
"ワークフローにログインできません","ID・パスワード・SSO連携状態を確認してください。","業務システム"
"ワークフローでエラーコードが表示されます","エラーコードと操作手順を共有してください。既知障害か確認します。","業務システム"
"ワークフローで承認画面が開きません","ブラウザ互換性または権限不足の可能性があります。","業務システム"
"ワークフローのデータが更新されません","バッチ反映時間や他システム連携の遅延を確認します。","業務システム"
"ワークフローでCSV取込に失敗します","テンプレート形式、文字コード、必須項目を確認してください。","業務システム"
"ワークフローで帳票を出力できません","ポップアップブロックやPDF閲覧設定を確認してください。","業務システム"
"ワークフローの通知メールが届きません","メールアドレス登録と迷惑メール判定を確認します。","業務システム"
"ワークフローの権限を追加したいです","ロール名と利用業務を明記して権限申請を提出してください。","業務システム"
"ワークフローで検索結果が0件になります","検索条件、期間指定、参照権限の有無を確認してください。","業務システム"
"ワークフローの利用マニュアルを見たいです","社内ポータルの業務システム一覧から最新版マニュアルを参照できます。","業務システム"
"ERPにログインできません","ID・パスワード・SSO連携状態を確認してください。","業務システム"
"ERPでエラーコードが表示されます","エラーコードと操作手順を共有してください。既知障害か確認します。","業務システム"
"ERPで承認画面が開きません","ブラウザ互換性または権限不足の可能性があります。","業務システム"
"ERPのデータが更新されません","バッチ反映時間や他システム連携の遅延を確認します。","業務システム"
"ERPでCSV取込に失敗します","テンプレート形式、文字コード、必須項目を確認してください。","業務システム"
"ERPで帳票を出力できません","ポップアップブロックやPDF閲覧設定を確認してください。","業務システム"
"ERPの通知メールが届きません","メールアドレス登録と迷惑メール判定を確認します。","業務システム"
"ERPの権限を追加したいです","ロール名と利用業務を明記して権限申請を提出してください。","業務システム"
"ERPで検索結果が0件になります","検索条件、期間指定、参照権限の有無を確認してください。","業務システム"
"ERPの利用マニュアルを見たいです","社内ポータルの業務システム一覧から最新版マニュアルを参照できます。","業務システム"
"CRMにログインできません","ID・パスワード・SSO連携状態を確認してください。","業務システム"
"CRMでエラーコードが表示されます","エラーコードと操作手順を共有してください。既知障害か確認します。","業務システム"
"CRMで承認画面が開きません","ブラウザ互換性または権限不足の可能性があります。","業務システム"
"CRMのデータが更新されません","バッチ反映時間や他システム連携の遅延を確認します。","業務システム"
"CRMでCSV取込に失敗します","テンプレート形式、文字コード、必須項目を確認してください。","業務システム"
"CRMで帳票を出力できません","ポップアップブロックやPDF閲覧設定を確認してください。","業務システム"
"CRMの通知メールが届きません","メールアドレス登録と迷惑メール判定を確認します。","業務システム"
"CRMの権限を追加したいです","ロール名と利用業務を明記して権限申請を提出してください。","業務システム"
"CRMで検索結果が0件になります","検索条件、期間指定、参照権限の有無を確認してください。","業務システム"
"CRMの利用マニュアルを見たいです","社内ポータルの業務システム一覧から最新版マニュアルを参照できます。","業務システム"
"Chromeが起動しません","再インストールまたはプロファイル破損の切り分けを行います。","ブラウザ・Web"
"Chromeでページ表示が崩れます","キャッシュ削除、拡張機能無効化、互換表示確認を行ってください。","ブラウザ・Web"
"Chromeでダウンロードがブロックされます","安全性判定またはブラウザ制御ポリシーの影響が考えられます。","ブラウザ・Web"
"Chromeで証明書エラーが表示されます","端末時刻、証明書有効期限、プロキシ経由設定を確認してください。","ブラウザ・Web"
"Chromeでポップアップが開きません","ポップアップブロック設定を解除してください。","ブラウザ・Web"
"Chromeのキャッシュを削除したいです","設定メニューから閲覧履歴とキャッシュを削除してください。","ブラウザ・Web"
"Chromeで拡張機能を追加したいです","業務利用理由を添えて申請してください。審査後に配布可否を案内します。","ブラウザ・Web"
"Chromeで社内サイトにアクセスするとループします","Cookie破損またはSSOセッション競合の可能性があります。Cookie削除後に再試行してください。","ブラウザ・Web"
"Chromeから印刷プレビューが開きません","ブラウザ更新、PDFビューア設定、既定プリンタを確認してください。","ブラウザ・Web"
"Chromeのブックマークを別PCへ移行したいです","同期機能またはエクスポート/インポート機能で移行可能です。","ブラウザ・Web"
"Edgeが起動しません","再インストールまたはプロファイル破損の切り分けを行います。","ブラウザ・Web"
"Edgeでページ表示が崩れます","キャッシュ削除、拡張機能無効化、互換表示確認を行ってください。","ブラウザ・Web"
"Edgeでダウンロードがブロックされます","安全性判定またはブラウザ制御ポリシーの影響が考えられます。","ブラウザ・Web"
"Edgeで証明書エラーが表示されます","端末時刻、証明書有効期限、プロキシ経由設定を確認してください。","ブラウザ・Web"
"Edgeでポップアップが開きません","ポップアップブロック設定を解除してください。","ブラウザ・Web"
"Edgeのキャッシュを削除したいです","設定メニューから閲覧履歴とキャッシュを削除してください。","ブラウザ・Web"
"Edgeで拡張機能を追加したいです","業務利用理由を添えて申請してください。審査後に配布可否を案内します。","ブラウザ・Web"
"Edgeで社内サイトにアクセスするとループします","Cookie破損またはSSOセッション競合の可能性があります。Cookie削除後に再試行してください。","ブラウザ・Web"
"Edgeから印刷プレビューが開きません","ブラウザ更新、PDFビューア設定、既定プリンタを確認してください。","ブラウザ・Web"
"Edgeのブックマークを別PCへ移行したいです","同期機能またはエクスポート/インポート機能で移行可能です。","ブラウザ・Web"
"Firefoxが起動しません","再インストールまたはプロファイル破損の切り分けを行います。","ブラウザ・Web"
"Firefoxでページ表示が崩れます","キャッシュ削除、拡張機能無効化、互換表示確認を行ってください。","ブラウザ・Web"
"Firefoxでダウンロードがブロックされます","安全性判定またはブラウザ制御ポリシーの影響が考えられます。","ブラウザ・Web"
"Firefoxで証明書エラーが表示されます","端末時刻、証明書有効期限、プロキシ経由設定を確認してください。","ブラウザ・Web"
"Firefoxでポップアップが開きません","ポップアップブロック設定を解除してください。","ブラウザ・Web"
"Firefoxのキャッシュを削除したいです","設定メニューから閲覧履歴とキャッシュを削除してください。","ブラウザ・Web"
"Firefoxで拡張機能を追加したいです","業務利用理由を添えて申請してください。審査後に配布可否を案内します。","ブラウザ・Web"
"Firefoxで社内サイトにアクセスするとループします","Cookie破損またはSSOセッション競合の可能性があります。Cookie削除後に再試行してください。","ブラウザ・Web"
"Firefoxから印刷プレビューが開きません","ブラウザ更新、PDFビューア設定、既定プリンタを確認してください。","ブラウザ・Web"
"Firefoxのブックマークを別PCへ移行したいです","同期機能またはエクスポート/インポート機能で移行可能です。","ブラウザ・Web"
"社内Webポータルが起動しません","再インストールまたはプロファイル破損の切り分けを行います。","ブラウザ・Web"
"社内Webポータルでページ表示が崩れます","キャッシュ削除、拡張機能無効化、互換表示確認を行ってください。","ブラウザ・Web"
"社内Webポータルでダウンロードがブロックされます","安全性判定またはブラウザ制御ポリシーの影響が考えられます。","ブラウザ・Web"
"社内Webポータルで証明書エラーが表示されます","端末時刻、証明書有効期限、プロキシ経由設定を確認してください。","ブラウザ・Web"
"社内Webポータルでポップアップが開きません","ポップアップブロック設定を解除してください。","ブラウザ・Web"
"社内Webポータルのキャッシュを削除したいです","設定メニューから閲覧履歴とキャッシュを削除してください。","ブラウザ・Web"
"社内Webポータルで拡張機能を追加したいです","業務利用理由を添えて申請してください。審査後に配布可否を案内します。","ブラウザ・Web"
"社内Webポータルで社内サイトにアクセスするとループします","Cookie破損またはSSOセッション競合の可能性があります。Cookie削除後に再試行してください。","ブラウザ・Web"
"社内Webポータルから印刷プレビューが開きません","ブラウザ更新、PDFビューア設定、既定プリンタを確認してください。","ブラウザ・Web"
"社内Webポータルのブックマークを別PCへ移行したいです","同期機能またはエクスポート/インポート機能で移行可能です。","ブラウザ・Web"
"SSOログイン画面が起動しません","再インストールまたはプロファイル破損の切り分けを行います。","ブラウザ・Web"
"SSOログイン画面でページ表示が崩れます","キャッシュ削除、拡張機能無効化、互換表示確認を行ってください。","ブラウザ・Web"
"SSOログイン画面でダウンロードがブロックされます","安全性判定またはブラウザ制御ポリシーの影響が考えられます。","ブラウザ・Web"
"SSOログイン画面で証明書エラーが表示されます","端末時刻、証明書有効期限、プロキシ経由設定を確認してください。","ブラウザ・Web"
"SSOログイン画面でポップアップが開きません","ポップアップブロック設定を解除してください。","ブラウザ・Web"
"SSOログイン画面のキャッシュを削除したいです","設定メニューから閲覧履歴とキャッシュを削除してください。","ブラウザ・Web"
"SSOログイン画面で拡張機能を追加したいです","業務利用理由を添えて申請してください。審査後に配布可否を案内します。","ブラウザ・Web"
"SSOログイン画面で社内サイトにアクセスするとループします","Cookie破損またはSSOセッション競合の可能性があります。Cookie削除後に再試行してください。","ブラウザ・Web"
"SSOログイン画面から印刷プレビューが開きません","ブラウザ更新、PDFビューア設定、既定プリンタを確認してください。","ブラウザ・Web"
"SSOログイン画面のブックマークを別PCへ移行したいです","同期機能またはエクスポート/インポート機能で移行可能です。","ブラウザ・Web"
"在宅勤務PCで社内業務ができません","VPN、認証、端末ポリシー適用状況を確認してください。","リモートワーク"
"在宅勤務PC経由で接続すると遅いです","回線品質、同時利用、VDI負荷の影響を確認します。","リモートワーク"
"在宅勤務PCに接続できません","接続先名、認証情報、社外接続許可の有無を確認してください。","リモートワーク"
"在宅勤務PCで画面が固まります","通信断や高遅延の可能性があります。可能であれば有線接続をお試しください。","リモートワーク"
"在宅勤務PCで音声会議が途切れます","Wi-Fi干渉や上り帯域不足が考えられます。","リモートワーク"
"在宅勤務PCの周辺機器が認識されません","USBリダイレクト設定とドックの電源供給を確認してください。","リモートワーク"
"在宅勤務PCの利用ルールを確認したいです","在宅勤務向けIT利用ガイドラインを参照してください。","リモートワーク"
"在宅勤務PCで印刷したいです","在宅環境ではローカル印刷制限がある場合があります。業務データの取り扱いに注意してください。","リモートワーク"
"在宅勤務PCで社内共有フォルダへアクセスできません","VPN接続後にエクスプローラーを再起動し、資格情報を再入力してください。","リモートワーク"
"在宅勤務PCを交換したいです","故障症状と型番を共有ください。在宅機材の交換フローを案内します。","リモートワーク"
"自宅Wi-Fiで社内業務ができません","VPN、認証、端末ポリシー適用状況を確認してください。","リモートワーク"
"自宅Wi-Fi経由で接続すると遅いです","回線品質、同時利用、VDI負荷の影響を確認します。","リモートワーク"
"自宅Wi-Fiに接続できません","接続先名、認証情報、社外接続許可の有無を確認してください。","リモートワーク"
"自宅Wi-Fiで画面が固まります","通信断や高遅延の可能性があります。可能であれば有線接続をお試しください。","リモートワーク"
"自宅Wi-Fiで音声会議が途切れます","Wi-Fi干渉や上り帯域不足が考えられます。","リモートワーク"
"自宅Wi-Fiの周辺機器が認識されません","USBリダイレクト設定とドックの電源供給を確認してください。","リモートワーク"
"自宅Wi-Fiの利用ルールを確認したいです","在宅勤務向けIT利用ガイドラインを参照してください。","リモートワーク"
"自宅Wi-Fiで印刷したいです","在宅環境ではローカル印刷制限がある場合があります。業務データの取り扱いに注意してください。","リモートワーク"
"自宅Wi-Fiで社内共有フォルダへアクセスできません","VPN接続後にエクスプローラーを再起動し、資格情報を再入力してください。","リモートワーク"
"自宅Wi-Fiを交換したいです","故障症状と型番を共有ください。在宅機材の交換フローを案内します。","リモートワーク"
"VDIで社内業務ができません","VPN、認証、端末ポリシー適用状況を確認してください。","リモートワーク"
"VDI経由で接続すると遅いです","回線品質、同時利用、VDI負荷の影響を確認します。","リモートワーク"
"VDIに接続できません","接続先名、認証情報、社外接続許可の有無を確認してください。","リモートワーク"
"VDIで画面が固まります","通信断や高遅延の可能性があります。可能であれば有線接続をお試しください。","リモートワーク"
"VDIで音声会議が途切れます","Wi-Fi干渉や上り帯域不足が考えられます。","リモートワーク"
"VDIの周辺機器が認識されません","USBリダイレクト設定とドックの電源供給を確認してください。","リモートワーク"
"VDIの利用ルールを確認したいです","在宅勤務向けIT利用ガイドラインを参照してください。","リモートワーク"
"VDIで印刷したいです","在宅環境ではローカル印刷制限がある場合があります。業務データの取り扱いに注意してください。","リモートワーク"
